input_index,qx,qy,qz,qw,angle_deg
0,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000
1,0.000014469712,0.000005843648,0.000000177419,0.999999999878,0.001788334
2,0.000007534620,0.000022398229,0.000001095312,0.999999999720,0.002710886
3,0.000012718437,0.000007811561,-0.000010595791,0.999999999832,0.002097526
4,0.000008157143,0.000016233041,0.000000474773,0.999999999835,0.002082529
5,0.000008355978,0.000006054607,0.000001847340,0.999999999945,0.001201263
6,0.000018898688,0.000010809233,-0.000017458067,0.999999999611,0.003197872
7,0.000004828850,0.000010888571,-0.000002649874,0.999999999926,0.001398302
8,0.000008911377,0.000010632696,-0.000008451874,0.999999999868,0.001861543
9,-0.000000611924,0.000005204637,-0.000010349801,0.999999999933,0.001329366
10,0.000004864445,0.000008126338,0.000003407353,0.999999999949,0.001153398
11,0.000014958086,0.000011439116,0.000000689436,0.999999999822,0.002159293
12,0.000003694398,0.000008437588,-0.000005138186,0.999999999944,0.001208615
13,0.000001131256,0.000015285897,-0.000000893754,0.999999999882,0.001759408
14,0.000003114367,0.000011844744,-0.000007003938,0.999999999900,0.001616726
15,0.000016554051,0.000007299929,-0.000005883693,0.999999999819,0.002180083
16,-0.000001560785,0.000012199161,-0.000009702213,0.999999999877,0.001795063
17,0.000020230437,0.000008179872,0.000000430630,0.999999999762,0.002501054
18,0.000007709239,0.000013759591,-0.000013086628,0.999999999790,0.002348480
19,0.000010198234,-0.000001636653,0.000001188804,0.999999999946,0.001191399
20,0.000001589359,0.000010110219,0.000001557460,0.999999999946,0.001186276
21,0.000020021085,0.000005267710,-0.000020726004,0.999999999571,0.003356887
22,-0.000009405802,0.000012422906,0.000000034642,0.999999999879,0.001785566
23,0.000013545343,0.000014919393,-0.000002566206,0.999999999794,0.002327789
24,0.000009520793,0.000016306633,-0.000013827454,0.999999999726,0.002681908
25,0.000001588640,0.000016321667,0.000002313309,0.999999999863,0.001897769
26,0.000030725664,0.000005455220,-0.000014985289,0.999999999401,0.003966896
27,0.000021085751,0.000020085012,-0.000010490352,0.999999999521,0.003546908
28,0.000007607946,0.000013903734,-0.000005939397,0.999999999857,0.001939515
29,0.000024896698,0.000011672916,-0.000004658680,0.999999999611,0.003195864
30,0.000002158125,-0.000001729989,-0.000006777037,0.999999999973,0.000838780
31,0.000003712305,0.000014624264,-0.000008504262,0.999999999850,0.001984694
32,0.000015907362,0.000015869045,0.000001149438,0.999999999747,0.002578162
33,-0.000000606613,0.000017347761,-0.000006826252,0.999999999826,0.002137403
34,0.000010647504,0.000013287297,-0.000003196880,0.999999999850,0.001985253
35,0.000010489435,0.000018120912,0.000004542999,0.999999999770,0.002455135
36,-0.000002431586,0.000014480915,-0.000011104398,0.999999999831,0.002109597
37,0.000016876671,0.000017944349,-0.000001624116,0.999999999695,0.002828948
38,0.000005482653,0.000011488199,-0.000007700921,0.999999999889,0.001704845
39,0.000011096420,0.000007825768,-0.000015497187,0.999999999788,0.002361076
40,0.000007925433,0.000009026984,-0.000009470273,0.999999999883,0.001752858
41,0.000008162129,0.000008692291,-0.000003033930,0.999999999924,0.001409900
42,0.000005611943,0.000018114864,-0.000012552463,0.999999999741,0.002606061
43,0.000010916913,0.000000328648,-0.000008349388,0.999999999906,0.001575370
44,0.000012746858,0.000014731134,0.000005408033,0.999999999796,0.002316721
45,0.000015657155,0.000009230541,-0.000013242687,0.999999999747,0.002576955
46,0.000001171900,0.000003394978,-0.000013225078,0.999999999906,0.001570372
47,0.000006905644,0.000018812392,-0.000000686534,0.999999999799,0.002297740
48,0.000014748913,0.000006444898,-0.000008367085,0.999999999835,0.002078740
49,0.000000990598,0.000008281580,-0.000007540862,0.999999999937,0.001288482
50,0.000022821574,0.000011639041,0.000006076669,0.999999999653,0.003017084
51,0.000002817667,0.000012223439,-0.000010288042,0.999999999868,0.001859053
52,0.000015926610,0.000001106847,-0.000007634744,0.999999999843,0.002027886
53,0.000019288239,0.000007479799,0.000001581541,0.999999999785,0.002377560
54,0.000005067005,0.000010037279,-0.000013613653,0.999999999844,0.002023289
55,0.000015759516,0.000009451466,-0.000011618517,0.999999999764,0.002491365
56,0.000014355502,0.000014090661,0.000005492902,0.999999999783,0.002389445
57,0.000010517052,0.000011434050,-0.000009847813,0.999999999831,0.002107754
58,0.000011108578,0.000007619987,-0.000006261301,0.999999999890,0.001702248
59,0.000007331229,0.000013053844,0.000002916599,0.999999999884,0.001747874
60,0.000008046050,0.000014348655,-0.000002790343,0.999999999861,0.001912027
61,0.000006129960,0.000001581315,-0.000011431223,0.999999999915,0.001497383
62,0.000004551697,0.000008451654,-0.000002104598,0.999999999952,0.001126137
63,0.000015620725,0.000012476086,-0.000014374236,0.999999999697,0.002821556
64,0.000007046273,0.000011518201,-0.000010721212,0.999999999851,0.001975710
65,0.000007915233,0.000020092705,0.000004876995,0.999999999755,0.002536988
66,0.000011175397,0.000011582879,-0.000010623897,0.999999999814,0.002209924
67,0.000011649904,0.000012133956,-0.000002121861,0.999999999856,0.001942844
68,0.000013967311,0.000015608962,-0.000005681676,0.999999999764,0.002486945
69,0.000015215944,0.000011146004,-0.000009641853,0.999999999776,0.002427404
70,-0.000001596493,0.000009912829,-0.000009207401,0.999999999907,0.001561094
71,0.000000593422,0.000008445640,-0.000008476777,0.999999999928,0.001372885
72,0.000014240632,0.000005879291,0.000003224883,0.999999999876,0.001803722
73,0.000003586642,0.000008339477,-0.000011740513,0.999999999890,0.001700635
74,0.000016396044,0.000012203220,0.000006105255,0.999999999772,0.002444383
75,0.000001475013,0.000015219345,-0.000011271748,0.999999999820,0.002176807
76,0.000013383540,0.000008845714,0.000001724481,0.999999999870,0.001848940
77,0.000002165813,0.000013036974,-0.000001940410,0.999999999911,0.001530639
78,0.000022424801,0.000004144335,-0.000001978048,0.999999999738,0.002623020
79,-0.000003439957,0.000006546589,-0.000000725708,0.999999999972,0.000851515
80,0.000021262521,0.000015593458,-0.000013529989,0.999999999561,0.003396072
81,0.000006472985,0.000010583215,0.000006420279,0.999999999902,0.001600693
82,0.000004068758,0.000004817447,-0.000005864962,0.999999999963,0.000986821
83,0.000015669976,0.000005842822,-0.000002996010,0.999999999856,0.001946920
84,0.000001159196,0.000001640695,-0.000005880677,0.999999999981,0.000712111
85,0.000019093738,0.000016730239,-0.000001883741,0.999999999676,0.002917070
86,0.000009934676,0.000014411285,-0.000004802757,0.999999999835,0.002079922
87,0.000007100798,0.000007102834,-0.000010984488,0.999999999889,0.001705570
88,0.000006602606,0.000002729246,0.000000016124,0.999999999974,0.000818696
89,0.000008587295,0.000022125397,-0.000013491035,0.999999999627,0.003128334
90,0.000012060471,0.000007004898,-0.000004341242,0.999999999893,0.001673860
91,0.000012768497,0.000007140800,0.000002969552,0.999999999889,0.001710617
92,0.000010039480,0.000010635118,0.000001266598,0.999999999892,0.001682199
93,0.000013027881,0.000008275836,-0.000001102625,0.999999999880,0.001773139
94,0.000014049844,0.000008697393,0.000000296769,0.999999999863,0.001893817
95,0.000003102920,0.000011775028,-0.000004430973,0.999999999916,0.001484891
96,0.000016604288,0.000014555164,-0.000014759036,0.999999999647,0.003043445
97,0.000002458985,0.000013409523,0.000002340946,0.999999999904,0.001585104
98,0.000019260809,0.000008716796,-0.000016018670,0.999999999648,0.003039505
99,0.000014400921,0.000010635739,-0.000004163733,0.999999999831,0.002106248
100,0.000003716772,0.000007801220,-0.000003631508,0.999999999956,0.001074117
101,0.000022005844,0.000015833238,-0.000012904918,0.999999999549,0.003440583
102,-0.000004080118,0.000008881199,-0.000007900434,0.999999999921,0.001440120
103,0.000013990121,-0.000002029306,-0.000009770367,0.999999999852,0.001969181
104,0.000014875496,0.000013005782,-0.000007999576,0.999999999773,0.002442774
105,0.000000333516,0.000011868552,-0.000016885126,0.999999999787,0.002365369
106,0.000012097420,0.000005113236,0.000009354623,0.999999999870,0.001847739
107,0.000010679356,0.000005315335,-0.000012530877,0.999999999850,0.001982548
108,0.000007968379,0.000021496961,-0.000004201566,0.999999999728,0.002670912
109,0.000013435036,0.000011020321,0.000002325180,0.999999999846,0.002008964
110,0.000018339837,0.000014127457,-0.000010674253,0.999999999675,0.002921241
111,0.000006621849,0.000007802192,0.000005176310,0.999999999934,0.001314147
112,0.000011964152,0.000005989522,-0.000007305119,0.999999999884,0.001746836
113,0.000007679166,0.000007978867,-0.000006835761,0.999999999915,0.001491274
114,0.000013255500,0.000009841444,-0.000007939996,0.999999999832,0.002099266
115,0.000011363327,0.000013663405,-0.000007950687,0.999999999810,0.002230940
116,-0.000001193986,0.000020244837,-0.000013581443,0.999999999702,0.002796914
117,0.000019837047,0.000015127666,-0.000001228681,0.999999999688,0.002862185
118,0.000003695303,0.000009296331,-0.000012469223,0.999999999872,0.001831883
119,0.000003970095,0.000009655929,-0.000004001854,0.999999999937,0.001281242
120,0.000019951651,0.000006732639,-0.000008918715,0.999999999739,0.002620467
121,-0.000003177164,0.000015742150,-0.000003267812,0.999999999866,0.001878002
122,0.000007637431,0.000009217634,-0.000015739285,0.999999999804,0.002265960
123,0.000015772454,0.000012101908,-0.000005129417,0.999999999789,0.002352722
124,-0.000004160117,0.000011041043,-0.000003228545,0.999999999925,0.001401744
125,0.000017526876,0.000009175202,-0.000002684043,0.999999999801,0.002287759
126,0.000011253772,0.000009326779,-0.000014151397,0.999999999793,0.002331307
127,-0.000000138177,0.000007228858,-0.000003149433,0.999999999969,0.000903708
128,0.000017904892,0.000022282515,-0.000012104345,0.999999999518,0.003557160
129,0.000002729126,0.000017541039,-0.000007675529,0.999999999813,0.002216243
130,0.000015504171,0.000018151150,0.000003582105,0.999999999709,0.002766087
131,0.000014844363,0.000009331255,-0.000013689617,0.999999999753,0.002549071
132,-0.000008061926,0.000014227766,-0.000001724243,0.999999999865,0.001884315
133,0.000009144339,0.000009614167,-0.000006753269,0.999999999889,0.001706059
134,0.000015715021,0.000015701925,-0.000006852906,0.999999999730,0.002664037
135,0.000005658873,0.000010118269,0.000000604519,0.999999999933,0.001330287
136,0.000017962253,0.000010723874,-0.000006276604,0.999999999761,0.002502822
137,0.000005538043,0.000006786838,-0.000002823356,0.999999999958,0.001054631
138,0.000014372754,0.000020261283,-0.000002579431,0.999999999688,0.002861921
139,0.000012050021,0.000015470908,-0.000011090317,0.999999999746,0.002581611
140,0.000007070917,0.000014101950,-0.000001069270,0.999999999875,0.001811874
141,0.000009263623,0.000008628217,-0.000000772136,0.999999999920,0.001453358
142,0.000015450477,0.000012933904,-0.000008739627,0.999999999759,0.002516803
143,0.000001194373,0.000015037843,-0.000003896572,0.999999999879,0.001785374
144,0.000018616220,0.000006975933,0.000003163306,0.999999999797,0.002306776
145,-0.000003681413,0.000010535330,-0.000013637574,0.999999999845,0.002019315
146,0.000007375146,0.000010060244,-0.000010712068,0.999999999865,0.001884150
147,0.000003460220,0.000014801520,-0.000000734582,0.999999999884,0.001743893
148,0.000008824297,0.000019476668,-0.000012736919,0.999999999690,0.002852013
149,0.000008323444,0.000012536760,-0.000004010113,0.999999999879,0.001784581
150,0.000028156006,0.000006213937,0.000000283933,0.999999999584,0.003304242
151,0.000009573937,0.000011409382,-0.000014458025,0.999999999785,0.002378620
152,0.000014548567,0.000016229719,-0.000004599005,0.999999999752,0.002552629
153,-0.000000180163,0.000010068329,-0.000000365035,0.999999999949,0.001154688
154,0.000006681292,0.000010823410,-0.000018019110,0.999999999757,0.002527450
155,0.000003927774,0.000002740386,0.000002862417,0.999999999984,0.000639361
156,-0.000008753486,0.000016812926,0.000001565730,0.999999999819,0.002179499
157,0.000019312307,0.000006802761,-0.000016693291,0.999999999651,0.003027275
158,-0.000005912211,0.000013618429,0.000001870983,0.999999999888,0.001714729
159,0.000010422712,0.000011723051,-0.000001996025,0.999999999875,0.001812022
160,0.000024742129,0.000017649770,-0.000021434412,0.999999999308,0.004261699
161,0.000009157489,0.000015723585,0.000001237654,0.999999999834,0.002089914
162,0.000025869090,0.000008225281,0.000002252728,0.999999999629,0.003121311
163,-0.000000997898,0.000008221215,-0.000018574937,0.999999999793,0.002330502
164,0.000012085742,0.000010412873,0.000000811398,0.999999999872,0.001830424
165,0.000026516880,0.000011449945,-0.000011186178,0.999999999520,0.003549337
166,0.000001369123,0.000014732049,-0.000017807350,0.999999999732,0.002653010
167,0.000009739230,0.000017983773,0.000007928186,0.999999999759,0.002513515
168,0.000019181540,0.000003762884,-0.000009323570,0.999999999765,0.002481694
169,0.000006147864,0.000019024641,-0.000001791962,0.999999999799,0.002300251
170,0.000025009064,0.000007974357,-0.000012241899,0.999999999581,0.003319019
171,0.000011853293,0.000008599470,-0.000002569943,0.999999999889,0.001703742
172,0.000011164432,0.000022698923,-0.000001295926,0.999999999679,0.002902505
173,0.000020976432,0.000004203350,-0.000013881257,0.999999999675,0.002922350
174,-0.000011053979,0.000002697608,0.000000823212,0.999999999935,0.001307274
175,0.000021125469,0.000009778663,-0.000016863781,0.999999999587,0.003293974
176,0.000007353448,0.000013978626,0.000010436990,0.999999999821,0.002169403
177,-0.000008014183,0.000018500817,-0.000001119260,0.999999999796,0.002313955
178,0.000025861299,0.000009726766,-0.000020649633,0.999999999405,0.003952701
179,-0.000018146040,0.000008925681,0.000012469697,0.999999999718,0.002722460
180,0.000031319046,0.000009876549,-0.000021021900,0.999999999240,0.004468115
181,0.000017586465,0.000018806903,-0.000011684103,0.999999999600,0.003240129
182,-0.000012573563,0.000003107434,0.000002978095,0.999999999912,0.001522903
183,0.000045869490,0.000010227873,-0.000018261869,0.999999998729,0.005777637
184,-0.000012087628,0.000014444175,-0.000012775848,0.999999999741,0.002607977
185,0.000009542083,0.000014004700,0.000008896630,0.999999999817,0.002193263
186,0.000034592609,0.000009354530,-0.000015663597,0.999999999235,0.004481547
187,-0.000017006241,0.000003032291,0.000000744904,0.999999999851,0.001981347
188,0.000019911983,0.000009097568,0.000007744900,0.999999999730,0.002660984
189,0.000008277763,0.000014065862,-0.000017616243,0.999999999712,0.002751872
190,-0.000021734048,0.000011416018,0.000005916525,0.999999999681,0.002893748
191,0.000041129524,0.000008058844,-0.000006024228,0.999999999104,0.004852075
192,-0.000015694022,0.000013943578,-0.000010923495,0.999999999720,0.002711848
193,0.000002789536,0.000005615899,0.000004796866,0.999999999969,0.000904691
194,0.000033940041,0.000014315230,-0.000015014230,0.999999999209,0.004558209
195,-0.000024384629,0.000012681812,-0.000004784597,0.999999999611,0.003196942
196,0.000023006056,0.000016274284,-0.000012973696,0.999999999519,0.003555013
197,0.000008434356,0.000006316415,-0.000004353584,0.999999999935,0.001306490
198,-0.000014465474,0.000020558781,-0.000005256115,0.999999999670,0.002942885
199,0.000034972433,0.000007555743,-0.000013555813,0.999999999268,0.004384412
200,0.000008339383,0.000008195529,0.000000829249,0.999999999931,0.001343215
201,-0.000007240819,0.000009824684,-0.000015500937,0.999999999805,0.002260775
202,0.000034709990,0.000008340580,-0.000001971915,0.999999999361,0.004096928
203,-0.000020437057,0.000014511897,-0.000001157078,0.999999999685,0.002875329
204,0.000019233392,0.000004259974,-0.000008845759,0.999999999767,0.002474536
205,0.000019801492,0.000016359464,-0.000007191429,0.999999999644,0.003056498
206,-0.000002444121,0.000011216130,-0.000005323600,0.999999999920,0.001450007
207,0.000026372992,0.000007048649,-0.000008777964,0.999999999589,0.003285943
208,0.000004383303,0.000002208797,-0.000004960492,0.999999999976,0.000799670
209,0.000001149861,0.000007872156,-0.000001852593,0.999999999967,0.000936046
210,0.000029269889,0.000015946981,-0.000016016824,0.999999999316,0.004237675
211,-0.000003411421,0.000011938318,-0.000004127760,0.999999999914,0.001499354
212,0.000034617656,0.000065937713,-0.000071288487,0.999999994686,0.011813613
213,-0.000170313047,-0.000063441657,-0.000211359735,0.999999961148,0.031942963
214,-0.000073195725,-0.000009635917,0.000377064819,0.999999926186,0.044028867
215,0.000404629717,0.000054834407,0.000150125031,0.999999905365,0.049853197
216,-0.000209582435,0.000025836643,-0.000493698904,0.999999855835,0.061531609
217,0.000008601122,-0.000013594527,0.000268934258,0.999999963708,0.030872682
218,0.000239856915,-0.000023075241,0.000156109487,0.999999958783,0.032900747
