t_sec,x,y,z,qx,qy,qz,qw
13.459197,1.1943543211687413,0.6075857285758712,-0.002238548920828997,0.9955848375565348,0.09386159451698774,-0.0008515586062701393,0.00032733804690382673
13.492531,1.1593712874821656,0.5900532558547398,-0.0016181482016372662,0.9955021464365296,0.09473654619675577,-0.000620302078297345,0.00028014336353476116
13.559197,1.1976474346572097,0.6087281948580973,-0.0013575614422516482,0.9953742495174337,0.09606908113438957,-0.0008286790366807883,0.0003851475740931352
13.659198,1.2069353540003878,0.6142550894130039,-0.0010818985985655797,0.9952282305377662,0.09756985943888967,-0.0008636467276789087,0.0003818168045467909
13.825864,1.217532207561356,0.6181918214086037,-0.00056600569616811,0.9950907523248456,0.09896182314895448,-0.0008687702722567591,0.00044433638374393364
13.892531,1.2202987251226518,0.6187122391353141,-0.0003233935173320604,0.9950521207280424,0.09934959866058853,-0.0008814794683480632,0.0003965785576330655
13.925863,1.2219637575450177,0.61812759697924,-0.0009214195217061566,0.9949726792258792,0.10014174701759522,-0.0009430019318713351,0.0003299177116884269
14.192532,1.253652879567266,0.6315240895438691,-0.0017030157986937145,0.9942964653958657,0.10664534138515969,-0.001140270483684171,-9.922376272576254e-05
14.292535,1.2679460661612114,0.6357014973790467,-0.001663223015707093,0.9941018463746981,0.10844448791781895,-0.0011369296053163707,0.00013951964263415848
14.592544,1.1501547655866995,0.579823195784589,-0.0031904077384121896,0.9937852085206823,0.11131124126714788,-0.0007504031436842674,-0.00045142905639369255
