t_sec,x,y,z,qx,qy,qz,qw
0.000000,3.376556873321533,-0.9943329095840454,-1.5351786613464355,0.6790215969085693,-0.025068946182727814,0.04398162662982941,-0.7323707342147827
0.033334,3.3902370929718018,-0.9944957494735718,-1.5350182056427002,0.6788260340690613,-0.027558693662285805,0.045766983181238174,-0.7323532104492188
0.066668,3.4034221172332764,-0.9947842359542847,-1.5348801612854004,0.6787031292915344,-0.02826479636132717,0.046595774590969086,-0.732387900352478
0.100002,3.416147232055664,-0.9950270056724548,-1.5347564220428467,0.6787939667701721,-0.02828640677034855,0.04672759771347046,-0.732294499874115
0.133336,3.428591251373291,-0.9953401684761047,-1.5346126556396484,0.6788155436515808,-0.028167568147182465,0.046860333532094955,-0.7322705388069153
0.166670,3.44108247756958,-0.9957405924797058,-1.5344247817993164,0.6787790060043335,-0.028068121522665024,0.04694998636841774,-0.7323025465011597
0.200004,3.4539363384246826,-0.9963576197624207,-1.5341968536376953,0.6786794066429138,-0.028386849910020828,0.04724530503153801,-0.7323635816574097
0.233337,3.4673736095428467,-0.9973079562187195,-1.533940315246582,0.678684651851654,-0.02824491448700428,0.04709016531705856,-0.7323741912841797
0.266671,3.4811782836914062,-0.9982731938362122,-1.5338425636291504,0.6785861253738403,-0.028081966564059258,0.04691339284181595,-0.7324831485748291
0.300005,3.4942901134490967,-0.9990891218185425,-1.5338916778564453,0.6782857775688171,-0.02804059162735939,0.04677393287420273,-0.7327717542648315
0.333339,3.5072999000549316,-0.9998677968978882,-1.533984899520874,0.6781209111213684,-0.027670683339238167,0.04641732573509216,-0.7329609990119934
0.366673,3.5202836990356445,-1.0004749298095703,-1.5339314937591553,0.6787266731262207,-0.026706945151090622,0.045907676219940186,-0.7324679493904114
0.400007,3.532604694366455,-1.0014443397521973,-1.5340750217437744,0.6785967946052551,-0.0262092724442482,0.045925334095954895,-0.7326051592826843
0.433341,3.5448062419891357,-1.0026686191558838,-1.533974051475525,0.6787828207015991,-0.025873543694615364,0.04582973197102547,-0.7324507236480713
0.466675,3.5576376914978027,-1.0037769079208374,-1.533980131149292,0.6786089539527893,-0.025836490094661713,0.04574010521173477,-0.7326187491416931
0.500008,3.567181348800659,-1.0063073635101318,-1.534303903579712,0.6786667704582214,-0.02538708969950676,0.04564446955919266,-0.7325868606567383
0.533342,3.576960802078247,-1.0075223445892334,-1.534846305847168,0.6787823438644409,-0.025222020223736763,0.04556494206190109,-0.7324904799461365
0.566676,3.5888447761535645,-1.0087202787399292,-1.534920573234558,0.6787756085395813,-0.02507791295647621,0.04558800533413887,-0.7325001955032349
0.600010,3.601029634475708,-1.0099419355392456,-1.5350768566131592,0.6787821650505066,-0.025089723989367485,0.04552500694990158,-0.7324976921081543
0.633343,3.613210678100586,-1.0111620426177979,-1.5351901054382324,0.6788245439529419,-0.025024453178048134,0.04552280157804489,-0.7324606776237488
0.666678,3.6257290840148926,-1.0125287771224976,-1.5351884365081787,0.6788239479064941,-0.02506176196038723,0.045473407953977585,-0.7324630618095398
0.700012,3.6388981342315674,-1.0136910676956177,-1.5350486040115356,0.6787825226783752,-0.025086402893066406,0.045487504452466965,-0.7324997186660767
0.733345,3.6534669399261475,-1.015181541442871,-1.5355031490325928,0.6788149476051331,-0.025478137657046318,0.0454290434718132,-0.7324597835540771
0.766679,3.667135715484619,-1.0164339542388916,-1.5354175567626953,0.6790003776550293,-0.02572781592607498,0.045030273497104645,-0.7323037981987
0.800013,3.682652473449707,-1.0185221433639526,-1.5352637767791748,0.6789513230323792,-0.02542252093553543,0.044233404099941254,-0.7324085235595703
0.833347,3.7077043056488037,-1.0193767547607422,-1.5334784984588623,0.6791654825210571,-0.024638256058096886,0.04244061931967735,-0.7323428392410278
0.866680,3.7230937480926514,-1.0209311246871948,-1.5337011814117432,0.6785919666290283,-0.02533506602048874,0.04263696074485779,-0.7328391671180725
0.900014,3.710190534591675,-1.0149271488189697,-1.5327750444412231,0.6787266135215759,-0.028975464403629303,0.04802734777331352,-0.7322458624839783
0.933348,3.721463203430176,-1.0145093202590942,-1.5323479175567627,0.6785136461257935,-0.03132936358451843,0.05097527801990509,-0.7321470379829407
0.966682,3.7348484992980957,-1.0152807235717773,-1.5319836139678955,0.6778193116188049,-0.03738724812865257,0.05683428794145584,-0.7320745587348938
1.000016,3.747861862182617,-1.0159223079681396,-1.531982183456421,0.6778096556663513,-0.042792677879333496,0.06238209456205368,-0.7313353419303894
1.033350,3.7612998485565186,-1.0166289806365967,-1.5318208932876587,0.6762483716011047,-0.052672263234853745,0.07158759981393814,-0.7312927842140198
1.066684,3.774730920791626,-1.017335295677185,-1.5314149856567383,0.6728186011314392,-0.06271184235811234,0.08039065450429916,-0.7327480912208557
1.100017,3.7883143424987793,-1.018251895904541,-1.5309135913848877,0.6683446168899536,-0.07310308516025543,0.08984731137752533,-0.7347782254219055
1.133351,3.8015804290771484,-1.019331693649292,-1.530660629272461,0.6665399074554443,-0.07754006236791611,0.09425389766693115,-0.7354103326797485
3.900086,10.211524963378906,-3.126453399658203,2.1483211517333984,-0.45661982893943787,0.5182919502258301,-0.5070042610168457,0.5155758261680603
4.900140,11.612759590148926,-5.876815319061279,2.0199108123779297,-0.44793200492858887,0.5292879343032837,-0.5138360261917114,0.5051571726799011
4.933475,11.539447784423828,-5.896690368652344,2.0560073852539062,-0.447493314743042,0.5284088850021362,-0.515051007270813,0.5052288770675659
4.966810,11.5930757522583,-6.002422332763672,2.0517044067382812,-0.4482291042804718,0.5276667475700378,-0.5146639943122864,0.5057465434074402
5.000146,12.199800491333008,-6.251443386077881,2.0392274856567383,-0.4471372365951538,0.529552698135376,-0.5146158337593079,0.5047898888587952
5.033481,12.261024475097656,-6.362362861633301,2.034564971923828,-0.4481044411659241,0.5290963053703308,-0.5138892531394958,0.5051509737968445
5.066817,12.480382919311523,-6.346693992614746,2.0378665924072266,-0.4470771253108978,0.5314664244651794,-0.5158684849739075,0.5015429258346558
5.100151,12.272218704223633,-6.022609710693359,2.1924171447753906,-0.4493374526500702,0.5275720953941345,-0.5190587639808655,0.5003415942192078
5.133486,12.332457542419434,-6.12555456161499,2.1899242401123047,-0.44920170307159424,0.52781742811203,-0.519133985042572,0.5001266002655029
5.166821,12.393024444580078,-6.229348182678223,2.1873741149902344,-0.4487875699996948,0.5283092260360718,-0.5194833278656006,0.4996160864830017
5.200156,12.75063705444336,-6.7483720779418945,2.0293378829956055,-0.44706761837005615,0.5319265127182007,-0.5162610411643982,0.5006588697433472
5.233491,12.81704044342041,-6.8632707595825195,2.0245046615600586,-0.4460383355617523,0.5325900912284851,-0.5172076225280762,0.49989378452301025
5.266826,12.897683143615723,-6.939634323120117,2.026866912841797,-0.4466246962547302,0.5323784351348877,-0.5165687799453735,0.5002561807632446
5.300162,12.965261459350586,-7.0568952560424805,2.02188777923584,-0.44693616032600403,0.5322517156600952,-0.5163168907165527,0.5003729462623596
5.333496,12.995283126831055,-7.197965621948242,2.027891159057617,-0.4458276629447937,0.5327185988426208,-0.5166721343994141,0.5004982352256775
5.366832,13.062456130981445,-7.319580554962158,2.022838592529297,-0.44551578164100647,0.5334150791168213,-0.5169534683227539,0.49974319338798523
